DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2019/1/28,12:00,441,431,73,
2019/1/28,13:00,463,455,77,
2019/1/28,14:00,462,460,77,
2019/1/28,15:00,469,465,78,
2019/1/28,16:00,466,470,77,
2019/1/28,17:00,472,480,78,
2019/1/28,18:00,462,475,77,
2019/1/28,19:00,446,466,74,
2019/1/28,20:00,433,451,72,
2019/1/28,21:00,419,436,70,
2019/1/28,22:00,403,422,67,
2019/1/28,23:00,414,436,69,
2019/8/17,0:00,275,274,61,
2019/8/17,1:00,270,268,60,
2019/8/17,2:00,275,273,61,
2019/8/17,3:00,287,284,63,
2019/8/17,4:00,287,286,63,
2019/8/17,5:00,280,278,62,
2019/8/17,6:00,282,281,62,
2019/8/17,7:00,294,294,65,
2019/8/17,8:00,327,312,72,
2019/8/17,9:00,339,336,75,
2019/8/17,10:00,334,341,74,
2019/8/17,11:00,339,340,75,
2019/8/17,12:00,338,322,75,
2019/8/17,13:00,352,336,78,
2019/8/17,14:00,347,336,77,
2019/8/17,15:00,350,331,77,
2019/8/17,16:00,361,339,80,
2019/8/17,17:00,357,335,79,
2019/8/17,18:00,352,338,78,
2019/8/17,19:00,356,340,78,
2019/8/17,20:00,337,320,74,
2019/8/17,21:00,311,299,69,
2019/8/17,22:00,292,286,64,
2019/8/17,23:00,280,276,62,
2020/8/12,0:00,262,265,69,379.0
2020/8/12,1:00,257,259,68,376.0
2020/8/12,2:00,264,267,68,388.0
2020/8/12,3:00,277,280,70,395.0
2020/8/12,4:00,280,281,74,379.0
2020/8/12,5:00,270,272,72,377.0
2020/8/12,6:00,266,266,71,376.0
2020/8/12,7:00,280,280,71,392.0
2020/8/12,8:00,314,313,77,410.0
2020/8/12,9:00,355,353,79,447.0
2020/8/12,10:00,375,374,83,454.0
2020/8/12,11:00,383,382,84,458.0
2020/8/12,12:00,369,369,80,462.0
2020/8/12,13:00,372,372,79,469.0
2020/8/12,14:00,372,373,79,470.0
2020/8/12,15:00,373,375,81,460.0
2020/8/12,16:00,383,385,87,442.0
2020/8/12,17:00,380,375,86,439.0
2020/8/12,18:00,371,370,87,429.0
2020/8/12,19:00,373,365,88,422.0
2020/8/12,20:00,348,343,85,407.0
2020/8/12,21:00,325,326,85,384.0
2020/8/12,22:00,300,301,83,362.0
2020/8/12,23:00,284,282,82,345.0
2022/1/10,0:00,428,429,84,508.0
2022/1/10,1:00,445,445,85,527.0
2022/1/10,2:00,458,458,84,543.0
2022/1/10,3:00,466,466,84,555.0
2022/1/10,4:00,465,466,84,554.0
2022/1/10,5:00,461,458,83,553.0
2022/1/10,6:00,458,447,84,544.0
2022/1/10,7:00,436,430,82,534.0
2022/1/10,8:00,433,438,77,559.0
2022/1/10,9:00,426,434,77,552.0
2022/1/10,10:00,413,418,80,518.0
2022/1/10,11:00,395,398,76,517.0
2022/1/10,12:00,380,395,71,536.0
2022/1/10,13:00,385,397,75,516.0
2022/1/10,14:00,394,403,78,504.0
2022/1/10,15:00,416,418,82,507.0
2022/1/10,16:00,433,435,80,543.0
2022/1/10,17:00,449,454,82,548.0
2022/1/10,18:00,452,452,82,552.0
2022/1/10,19:00,442,443,82,540.0
2022/1/10,20:00,434,436,79,549.0
2022/1/10,21:00,431,429,79,548.0
2022/1/10,22:00,411,406,78,527.0
2022/1/10,23:00,423,409,81,521.0
2021/11/10,0:00,284,277,70,407.0
2021/11/10,1:00,289,282,72,404.0
2021/11/10,2:00,304,294,75,405.0
2021/11/10,3:00,323,311,79,409.0
2021/11/10,4:00,332,322,77,431.0
2021/11/10,5:00,337,324,78,431.0
2021/11/10,6:00,339,326,76,446.0
2021/11/10,7:00,343,324,74,466.0
2021/11/10,8:00,367,338,75,490.0
2021/11/10,9:00,371,349,72,517.0
2021/11/10,10:00,369,344,70,530.0
2021/11/10,11:00,358,342,69,516.0
2021/11/10,12:00,336,325,67,501.0
2021/11/10,13:00,341,344,71,484.0
2021/11/10,14:00,339,350,72,471.0
2021/11/10,15:00,350,353,74,474.0
2021/11/10,16:00,378,377,79,480.0
2021/11/10,17:00,378,377,79,477.0
2021/11/10,18:00,363,365,76,475.0
2021/11/10,19:00,352,350,75,468.0
2021/11/10,20:00,337,330,79,428.0
2021/11/10,21:00,319,313,79,404.0
2021/11/10,22:00,300,295,75,399.0
2021/11/10,23:00,295,289,74,399.0
2021/8/9,0:00,258,259,76,341.0
2021/8/9,1:00,253,253,74,341.0
2021/8/9,2:00,258,259,72,356.0
2021/8/9,3:00,272,272,73,375.0
2021/8/9,4:00,283,283,78,362.0
2021/8/9,5:00,276,277,78,352.0
2021/8/9,6:00,271,272,76,356.0
2021/8/9,7:00,281,281,75,373.0
2021/8/9,8:00,306,307,79,385.0
2021/8/9,9:00,331,331,84,395.0
2021/8/9,10:00,334,335,81,413.0
2021/8/9,11:00,339,341,81,419.0
2021/8/9,12:00,333,334,79,419.0
2021/8/9,13:00,333,333,78,429.0
2021/8/9,14:00,332,332,79,418.0
2021/8/9,15:00,332,332,80,416.0
2021/8/9,16:00,338,340,80,424.0
2021/8/9,17:00,336,338,78,430.0
2021/8/9,18:00,339,337,75,453.0
2021/8/9,19:00,334,339,74,450.0
2021/8/9,20:00,312,317,70,443.0
2021/8/9,21:00,291,297,69,419.0
2021/8/9,22:00,274,280,68,402.0
2021/8/9,23:00,262,266,67,393.0
2019/3/10,0:00,335,364,65,
2019/3/10,1:00,351,374,68,
2019/3/10,2:00,360,384,70,
2019/3/10,3:00,373,392,73,
2019/3/10,4:00,378,394,74,
2019/3/10,5:00,371,389,72,
2019/3/10,6:00,352,369,69,
2019/3/10,7:00,315,330,61,
2019/3/10,8:00,305,321,60,
2019/3/10,9:00,303,316,59,
2019/3/10,10:00,303,302,59,
2019/3/10,11:00,301,297,59,
2019/3/10,12:00,288,287,56,
2019/3/10,13:00,274,287,54,
2019/3/10,14:00,273,291,53,
2019/3/10,15:00,284,306,55,
2019/3/10,16:00,310,325,60,
2019/3/10,17:00,344,354,67,
2019/3/10,18:00,369,374,72,
2019/3/10,19:00,367,374,72,
2019/3/10,20:00,359,364,70,
2019/3/10,21:00,347,354,68,
2019/3/10,22:00,331,340,65,
2019/3/10,23:00,342,354,67,
2022/1/5,0:00,438,439,82,531.0
2022/1/5,1:00,454,455,84,539.0
2022/1/5,2:00,466,466,85,551.0
2022/1/5,3:00,474,475,85,558.0
2022/1/5,4:00,479,478,86,555.0
2022/1/5,5:00,472,473,87,542.0
2022/1/5,6:00,475,476,87,547.0
2022/1/5,7:00,461,462,85,545.0
2022/1/5,8:00,472,467,88,537.0
2022/1/5,9:00,475,477,85,559.0
2022/1/5,10:00,464,466,85,548.0
2022/1/5,11:00,460,462,85,542.0
2022/1/5,12:00,439,447,83,528.0
2022/1/5,13:00,439,444,86,510.0
2022/1/5,14:00,447,447,87,513.0
2022/1/5,15:00,468,439,92,509.0
2022/1/5,16:00,472,447,92,514.0
2022/1/5,17:00,479,458,92,522.0
2022/1/5,18:00,477,459,91,525.0
2022/1/5,19:00,460,447,90,514.0
2022/1/5,20:00,448,439,89,502.0
2022/1/5,21:00,439,432,89,495.0
2022/1/5,22:00,421,417,88,478.0
2022/1/5,23:00,433,433,85,508.0
2022/3/9,0:00,374,380,83,449.0
2022/3/9,1:00,395,395,85,464.0
2022/3/9,2:00,408,407,86,477.0
2022/3/9,3:00,420,419,85,492.0
2022/3/9,4:00,426,433,84,506.0
2022/3/9,5:00,423,432,83,509.0
2022/3/9,6:00,414,423,82,503.0
2022/3/9,7:00,383,394,80,481.0
2022/3/9,8:00,386,396,80,482.0
2022/3/9,9:00,394,401,80,490.0
2022/3/9,10:00,391,378,85,461.0
2022/3/9,11:00,389,380,81,477.0
2022/3/9,12:00,366,370,77,479.0
2022/3/9,13:00,374,375,80,468.0
2022/3/9,14:00,366,371,79,465.0
2022/3/9,15:00,359,373,78,463.0
2022/3/9,16:00,373,386,80,464.0
2022/3/9,17:00,394,407,81,483.0
2022/3/9,18:00,409,414,81,505.0
2022/3/9,19:00,400,403,79,507.0
2022/3/9,20:00,387,389,77,502.0
2022/3/9,21:00,376,378,76,493.0
2022/3/9,22:00,365,365,74,494.0
2022/3/9,23:00,375,373,77,490.0
2022/1/22,0:00,433,425,87,496.0
2022/1/22,1:00,446,442,87,515.0
2022/1/22,2:00,458,459,85,536.0
2022/1/22,3:00,467,474,84,553.0
2022/1/22,4:00,467,476,85,548.0
2022/1/22,5:00,462,468,85,542.0
2022/1/22,6:00,450,458,84,539.0
2022/1/22,7:00,430,440,83,518.0
2022/1/22,8:00,430,447,82,526.0
2022/1/22,9:00,432,446,82,526.0
2022/1/22,10:00,423,435,82,516.0
2022/1/22,11:00,418,426,80,525.0
2022/1/22,12:00,402,414,75,536.0
2022/1/22,13:00,402,410,77,523.0
2022/1/22,14:00,404,411,79,510.0
2022/1/22,15:00,408,420,81,503.0
2022/1/22,16:00,421,432,82,513.0
2022/1/22,17:00,441,449,84,529.0
2022/1/22,18:00,443,456,83,536.0
2022/1/22,19:00,433,448,82,527.0
2022/1/22,20:00,424,443,81,521.0
2022/1/22,21:00,415,441,80,519.0
2022/1/22,22:00,405,428,80,504.0
2022/1/22,23:00,419,442,82,511.0
2019/3/29,0:00,374,365,76,
2019/3/29,1:00,385,380,78,
2019/3/29,2:00,396,390,80,
2019/3/29,3:00,406,400,82,
2019/3/29,4:00,416,410,84,
2019/3/29,5:00,412,405,83,
2019/3/29,6:00,410,396,83,
2019/3/29,7:00,384,372,78,
2019/3/29,8:00,378,377,76,
2019/3/29,9:00,382,387,77,
2019/3/29,10:00,384,383,78,
2019/3/29,11:00,374,382,76,
2019/3/29,12:00,353,362,71,
2019/3/29,13:00,361,377,73,
2019/3/29,14:00,360,382,73,
2019/3/29,15:00,359,392,73,
2019/3/29,16:00,371,397,75,
2019/3/29,17:00,385,396,78,
2019/3/29,18:00,404,406,82,
2019/3/29,19:00,397,396,80,
2019/3/29,20:00,382,381,77,
2019/3/29,21:00,368,371,75,
2019/3/29,22:00,354,356,72,
2019/3/29,23:00,368,361,74,
2019/3/22,0:00,342,336,70,
2019/3/22,1:00,356,346,72,
2019/3/22,2:00,363,356,74,
2019/3/22,3:00,370,361,75,
2019/3/22,4:00,380,366,77,
2019/3/22,5:00,384,364,78,
2019/3/22,6:00,388,361,79,
2019/3/22,7:00,366,356,74,
2019/3/22,8:00,382,381,78,
2019/3/22,9:00,394,386,80,
2019/3/22,10:00,384,381,78,
2019/3/22,11:00,385,376,78,
2019/3/22,12:00,366,352,74,
2019/3/22,13:00,382,372,78,
2019/3/22,14:00,381,381,77,
2019/3/22,15:00,385,381,78,
2019/3/22,16:00,389,390,79,
2019/3/22,17:00,402,395,82,
2019/3/22,18:00,420,405,85,
2019/3/22,19:00,412,395,84,
2019/3/22,20:00,401,385,81,
2019/3/22,21:00,390,370,79,
2019/3/22,22:00,376,350,76,
2019/3/22,23:00,388,355,79,
2021/5/24,0:00,250,250,70,356.0
2021/5/24,1:00,257,257,70,366.0
2021/5/24,2:00,272,270,74,369.0
2021/5/24,3:00,284,282,79,358.0
2021/5/24,4:00,285,282,79,361.0
2021/5/24,5:00,273,277,75,365.0
2021/5/24,6:00,270,279,74,365.0
2021/5/24,7:00,283,289,73,385.0
2021/5/24,8:00,302,317,68,443.0
2021/5/24,9:00,332,334,71,469.0
2021/5/24,10:00,345,341,73,470.0
2021/5/24,11:00,332,340,71,465.0
2021/5/24,12:00,309,327,67,458.0
2021/5/24,13:00,335,344,72,462.0
2021/5/24,14:00,323,341,72,448.0
2021/5/24,15:00,327,334,77,423.0
2021/5/24,16:00,332,340,76,437.0
2021/5/24,17:00,321,332,76,422.0
2021/5/24,18:00,320,330,76,420.0
2021/5/24,19:00,320,332,77,416.0
2021/5/24,20:00,299,311,76,394.0
2021/5/24,21:00,282,292,72,392.0
2021/5/24,22:00,266,276,71,376.0
2021/5/24,23:00,261,269,70,373.0
2020/10/20,0:00,263,264,76,346.0
2020/10/20,1:00,265,263,77,345.0
2020/10/20,2:00,280,282,81,346.0
2020/10/20,3:00,298,300,81,366.0
2020/10/20,4:00,308,310,81,381.0
2020/10/20,5:00,305,304,81,377.0
2020/10/20,6:00,301,297,82,365.0
2020/10/20,7:00,302,291,76,398.0
2020/10/20,8:00,318,304,74,430.0
2020/10/20,9:00,340,326,78,435.0
2020/10/20,10:00,336,337,76,442.0
2020/10/20,11:00,345,341,77,448.0
2020/10/20,12:00,318,324,74,432.0
2020/10/20,13:00,333,336,78,425.0
2020/10/20,14:00,326,337,79,414.0
2020/10/20,15:00,332,337,81,409.0
2020/10/20,16:00,350,350,88,396.0
2020/10/20,17:00,368,368,89,416.0
2020/10/20,18:00,358,358,85,419.0
2020/10/20,19:00,345,344,83,417.0
2020/10/20,20:00,326,325,83,392.0
2020/10/20,21:00,308,306,83,370.0
2020/10/20,22:00,288,286,83,346.0
2020/10/20,23:00,281,278,83,338.0
2020/5/22,0:00,262,264,75,348.0
2020/5/22,1:00,271,276,78,350.0
2020/5/22,2:00,284,292,79,358.0
2020/5/22,3:00,295,303,79,373.0
2020/5/22,4:00,292,297,81,360.0
2020/5/22,5:00,290,288,82,352.0
2020/5/22,6:00,285,281,83,344.0
2020/5/22,7:00,281,283,82,341.0
2020/5/22,8:00,297,308,82,364.0
2020/5/22,9:00,311,318,83,376.0
2020/5/22,10:00,312,320,81,385.0
2020/5/22,11:00,318,321,81,395.0
2020/5/22,12:00,299,300,79,378.0
2020/5/22,13:00,313,303,82,379.0
2020/5/22,14:00,299,297,77,387.0
2020/5/22,15:00,305,308,78,391.0
2020/5/22,16:00,315,317,81,388.0
2020/5/22,17:00,316,320,83,379.0
2020/5/22,18:00,317,322,79,402.0
2020/5/22,19:00,318,324,85,377.0
2020/5/22,20:00,302,310,78,386.0
2020/5/22,21:00,286,291,78,366.0
2020/5/22,22:00,265,271,74,359.0
2020/5/22,23:00,266,268,75,356.0
2020/2/3,0:00,377,377,83,453.0
2020/2/3,1:00,398,397,85,465.0
2020/2/3,2:00,417,416,86,486.0
2020/2/3,3:00,430,429,86,500.0
2020/2/3,4:00,441,440,89,498.0
2020/2/3,5:00,445,444,88,504.0
2020/2/3,6:00,451,450,87,517.0
2020/2/3,7:00,434,433,85,508.0
2020/2/3,8:00,444,442,85,523.0
2020/2/3,9:00,461,459,86,536.0
2020/2/3,10:00,459,458,81,569.0
2020/2/3,11:00,470,470,85,555.0
2020/2/3,12:00,466,448,87,535.0
2020/2/3,13:00,491,463,91,540.0
2020/2/3,14:00,498,467,92,542.0
2020/2/3,15:00,502,482,91,550.0
2020/2/3,16:00,482,492,86,561.0
2020/2/3,17:00,487,497,87,559.0
2020/2/3,18:00,479,494,85,561.0
2020/2/3,19:00,464,472,87,535.0
2020/2/3,20:00,457,457,87,523.0
2020/2/3,21:00,452,442,89,508.0
2020/2/3,22:00,428,414,84,511.0
2020/2/3,23:00,441,428,87,507.0
2019/12/23,0:00,389,400,83,469.0
2019/12/23,1:00,408,411,84,487.0
2019/12/23,2:00,422,419,86,492.0
2019/12/23,3:00,435,428,88,493.0
2019/12/23,4:00,442,431,85,521.0
2019/12/23,5:00,444,429,86,519.0
2019/12/23,6:00,454,440,87,520.0
2019/12/23,7:00,443,431,86,515.0
2019/12/23,8:00,453,443,85,534.0
2019/12/23,9:00,449,446,81,552.0
2019/12/23,10:00,437,441,79,556.0
2019/12/23,11:00,429,438,77,557.0
2019/12/23,12:00,410,418,75,545.0
2019/12/23,13:00,434,434,81,534.0
2019/12/23,14:00,447,438,86,521.0
2019/12/23,15:00,462,447,88,528.0
2019/12/23,16:00,477,469,89,536.0
2019/12/23,17:00,469,463,85,549.0
2019/12/23,18:00,458,457,85,538.0
2019/12/23,19:00,446,443,85,524.0
2019/12/23,20:00,432,431,85,511.0
2019/12/23,21:00,421,419,85,495.0
2019/12/23,22:00,398,399,84,473.0
2019/12/23,23:00,406,409,84,486.0
2019/3/17,0:00,353,349,72,
2019/3/17,1:00,367,364,75,
2019/3/17,2:00,372,374,76,
2019/3/17,3:00,379,384,78,
2019/3/17,4:00,387,394,79,
2019/3/17,5:00,378,389,77,
2019/3/17,6:00,355,370,73,
2019/3/17,7:00,320,336,65,
2019/3/17,8:00,302,317,62,
2019/3/17,9:00,296,307,61,
2019/3/17,10:00,286,305,59,
2019/3/17,11:00,293,303,60,
2019/3/17,12:00,294,293,60,
2019/3/17,13:00,290,283,59,
2019/3/17,14:00,298,287,61,
2019/3/17,15:00,301,296,62,
2019/3/17,16:00,315,315,65,
2019/3/17,17:00,350,345,72,
2019/3/17,18:00,374,369,77,
2019/3/17,19:00,371,369,76,
2019/3/17,20:00,363,359,74,
2019/3/17,21:00,351,349,72,
2019/3/17,22:00,333,334,68,
2019/3/17,23:00,345,349,71,
2022/5/8,0:00,261,260,85,304.0
2022/5/8,1:00,268,267,86,312.0
2022/5/8,2:00,279,280,84,329.0
2022/5/8,3:00,286,291,83,341.0
2022/5/8,4:00,284,288,83,341.0
2022/5/8,5:00,276,276,81,338.0
2022/5/8,6:00,262,265,76,343.0
2022/5/8,7:00,247,257,72,343.0
2022/5/8,8:00,254,260,64,392.0
2022/5/8,9:00,263,268,67,392.0
2022/5/8,10:00,269,274,67,400.0
2022/5/8,11:00,265,280,66,397.0
2022/5/8,12:00,262,280,68,380.0
2022/5/8,13:00,246,260,68,359.0
2022/5/8,14:00,248,251,70,354.0
2022/5/8,15:00,253,254,69,366.0
2022/5/8,16:00,265,265,75,349.0
2022/5/8,17:00,285,284,83,342.0
2022/5/8,18:00,299,296,85,349.0
2022/5/8,19:00,310,306,89,347.0
2022/5/8,20:00,299,295,88,336.0
2022/5/8,21:00,286,279,87,326.0
2022/5/8,22:00,275,266,88,310.0
2022/5/8,23:00,270,268,86,311.0
2019/12/9,0:00,399,400,85,471.0
2019/12/9,1:00,414,415,85,484.0
2019/12/9,2:00,428,429,86,499.0
2019/12/9,3:00,439,440,85,516.0
2019/12/9,4:00,448,449,88,508.0
2019/12/9,5:00,452,452,90,499.0
2019/12/9,6:00,462,462,91,510.0
2019/12/9,7:00,445,445,89,498.0
2019/12/9,8:00,451,434,90,501.0
2019/12/9,9:00,447,442,83,537.0
2019/12/9,10:00,430,433,81,531.0
2019/12/9,11:00,415,425,78,532.0
2019/12/9,12:00,382,400,73,526.0
2019/12/9,13:00,398,420,76,522.0
2019/12/9,14:00,418,425,82,511.0
2019/12/9,15:00,443,448,82,541.0
2019/12/9,16:00,468,469,85,549.0
2019/12/9,17:00,463,467,84,552.0
2019/12/9,18:00,452,456,83,546.0
2019/12/9,19:00,435,442,81,539.0
2019/12/9,20:00,420,430,81,521.0
2019/12/9,21:00,403,418,80,505.0
2019/12/9,22:00,373,398,76,488.0
2019/12/9,23:00,379,408,77,492.0
2019/10/19,0:00,281,286,77,366.0
2019/10/19,1:00,285,291,77,369.0
2019/10/19,2:00,296,305,80,372.0
2019/10/19,3:00,311,315,80,386.0
2019/10/19,4:00,315,325,79,399.0
2019/10/19,5:00,312,316,81,387.0
2019/10/19,6:00,309,306,83,375.0
2019/10/19,7:00,317,315,83,381.0
2019/10/19,8:00,341,325,87,390.0
2019/10/19,9:00,357,345,86,415.0
2019/10/19,10:00,357,345,86,415.0
2019/10/19,11:00,363,350,86,420.0
2019/10/19,12:00,348,335,86,403.0
2019/10/19,13:00,358,345,86,414.0
2019/10/19,14:00,353,340,87,408.0
2019/10/19,15:00,349,335,86,405.0
2019/10/19,16:00,363,345,88,415.0
2019/10/19,17:00,373,360,87,430.0
2019/10/19,18:00,361,355,84,428.0
2019/10/19,19:00,351,345,85,414.0
2019/10/19,20:00,331,326,83,400.0
2019/10/19,21:00,314,306,81,388.0
2019/10/19,22:00,296,296,78,378.0
2019/10/19,23:00,291,291,78,372.0
2022/1/19,0:00,400,400,92,434.0
2022/1/19,1:00,417,418,91,460.0
2022/1/19,2:00,433,433,89,485.0
2022/1/19,3:00,446,447,90,494.0
2022/1/19,4:00,453,454,90,503.0
2022/1/19,5:00,450,451,93,486.0
2022/1/19,6:00,460,461,93,495.0
2022/1/19,7:00,452,453,92,489.0
2022/1/19,8:00,455,456,90,503.0
2022/1/19,9:00,450,451,89,504.0
2022/1/19,10:00,438,439,91,480.0
2022/1/19,11:00,423,424,90,468.0
2022/1/19,12:00,404,405,89,453.0
2022/1/19,13:00,407,408,87,467.0
2022/1/19,14:00,410,409,86,478.0
2022/1/19,15:00,427,427,87,492.0
2022/1/19,16:00,449,449,90,501.0
2022/1/19,17:00,460,460,92,498.0
2022/1/19,18:00,457,461,92,499.0
2022/1/19,19:00,444,452,91,489.0
2022/1/19,20:00,435,445,88,491.0
2022/1/19,21:00,426,438,89,476.0
2022/1/19,22:00,404,421,88,458.0
2022/1/19,23:00,414,431,87,473.0
2020/9/10,0:00,281,283,73,383.0
2020/9/10,1:00,276,278,73,378.0
2020/9/10,2:00,282,284,74,380.0
2020/9/10,3:00,296,299,78,381.0
2020/9/10,4:00,306,308,81,379.0
2020/9/10,5:00,296,298,78,379.0
2020/9/10,6:00,301,303,76,396.0
2020/9/10,7:00,318,319,78,407.0
2020/9/10,8:00,353,355,80,440.0
2020/9/10,9:00,384,369,94,408.0
2020/9/10,10:00,390,384,94,413.0
2020/9/10,11:00,389,393,89,438.0
2020/9/10,12:00,368,368,87,421.0
2020/9/10,13:00,380,391,87,435.0
2020/9/10,14:00,376,397,86,439.0
2020/9/10,15:00,376,396,86,438.0
2020/9/10,16:00,379,397,83,455.0
2020/9/10,17:00,373,387,86,435.0
2020/9/10,18:00,379,394,86,441.0
2020/9/10,19:00,361,378,80,454.0
2020/9/10,20:00,338,353,78,431.0
2020/9/10,21:00,318,319,81,393.0
2020/9/10,22:00,301,316,79,383.0
2020/9/10,23:00,285,301,76,377.0
2020/8/31,0:00,235,236,72,327.0
2020/8/31,1:00,227,228,69,327.0
2020/8/31,2:00,239,241,72,333.0
2020/8/31,3:00,257,259,78,332.0
2020/8/31,4:00,263,265,79,332.0
2020/8/31,5:00,253,254,75,336.0
2020/8/31,6:00,259,260,77,337.0
2020/8/31,7:00,273,275,70,389.0
2020/8/31,8:00,298,301,70,424.0
2020/8/31,9:00,306,308,70,435.0
2020/8/31,10:00,313,315,70,445.0
2020/8/31,11:00,328,329,71,463.0
2020/8/31,12:00,311,314,71,437.0
2020/8/31,13:00,334,336,74,453.0
2020/8/31,14:00,335,337,74,453.0
2020/8/31,15:00,330,332,73,453.0
2020/8/31,16:00,331,333,76,436.0
2020/8/31,17:00,328,349,73,446.0
2020/8/31,18:00,335,334,74,452.0
2020/8/31,19:00,325,339,71,456.0
2020/8/31,20:00,307,322,71,430.0
2020/8/31,21:00,289,302,71,407.0
2020/8/31,22:00,266,281,68,394.0
2020/8/31,23:00,253,266,65,390.0
2021/4/22,0:00,306,296,80,384.0
2021/4/22,1:00,315,307,79,399.0
2021/4/22,2:00,328,319,79,418.0
2021/4/22,3:00,339,331,78,432.0
2021/4/22,4:00,341,336,80,427.0
2021/4/22,5:00,332,330,82,404.0
2021/4/22,6:00,335,325,83,406.0
2021/4/22,7:00,331,322,78,422.0
2021/4/22,8:00,358,345,76,469.0
2021/4/22,9:00,374,360,73,510.0
2021/4/22,10:00,370,359,69,537.0
2021/4/22,11:00,371,360,68,544.0
2021/4/22,12:00,346,342,65,533.0
2021/4/22,13:00,353,348,68,517.0
2021/4/22,14:00,343,336,72,474.0
2021/4/22,15:00,336,331,77,434.0
2021/4/22,16:00,342,339,79,436.0
2021/4/22,17:00,341,339,80,425.0
2021/4/22,18:00,355,353,81,435.0
2021/4/22,19:00,358,351,83,431.0
2021/4/22,20:00,341,339,80,424.0
2021/4/22,21:00,327,325,81,405.0
2021/4/22,22:00,309,310,80,387.0
2021/4/22,23:00,309,315,78,395.0
2019/4/5,0:00,341,344,71,
2019/4/5,1:00,353,356,73,
2019/4/5,2:00,368,370,77,
2019/4/5,3:00,378,380,79,
2019/4/5,4:00,383,386,80,
2019/4/5,5:00,379,381,79,
2019/4/5,6:00,371,372,77,
2019/4/5,7:00,354,355,74,
2019/4/5,8:00,381,381,79,
2019/4/5,9:00,408,408,85,
2019/4/5,10:00,409,410,85,
2019/4/5,11:00,402,367,84,
2019/4/5,12:00,381,382,79,
2019/4/5,13:00,397,391,83,
2019/4/5,14:00,388,391,81,
2019/4/5,15:00,386,386,80,
2019/4/5,16:00,387,391,80,
2019/4/5,17:00,385,396,80,
2019/4/5,18:00,393,406,82,
2019/4/5,19:00,385,401,80,
2019/4/5,20:00,369,381,77,
2019/4/5,21:00,359,366,75,
2019/4/5,22:00,346,351,72,
2019/4/5,23:00,360,356,75,
2021/3/30,0:00,307,313,73,418.0
2021/3/30,1:00,320,325,74,434.0
2021/3/30,2:00,327,335,74,443.0
2021/3/30,3:00,336,341,75,451.0
2021/3/30,4:00,343,348,75,456.0
2021/3/30,5:00,339,340,77,438.0
2021/3/30,6:00,333,334,79,420.0
2021/3/30,7:00,325,320,76,429.0
2021/3/30,8:00,340,336,74,461.0
2021/3/30,9:00,353,342,73,485.0
2021/3/30,10:00,359,342,72,495.0
2021/3/30,11:00,358,339,71,504.0
2021/3/30,12:00,327,317,65,507.0
2021/3/30,13:00,336,332,72,470.0
2021/3/30,14:00,329,325,76,433.0
2021/3/30,15:00,333,327,81,413.0
2021/3/30,16:00,341,343,80,425.0
2021/3/30,17:00,346,350,77,452.0
2021/3/30,18:00,361,367,77,471.0
2021/3/30,19:00,356,357,76,466.0
2021/3/30,20:00,339,337,75,451.0
2021/3/30,21:00,331,322,77,429.0
2021/3/30,22:00,310,307,75,412.0
2021/3/30,23:00,316,312,75,419.0
2019/2/24,0:00,383,385,74,
2019/2/24,1:00,399,399,77,
2019/2/24,2:00,416,416,80,
2019/2/24,3:00,423,424,82,
2019/2/24,4:00,426,426,82,
2019/2/24,5:00,418,418,81,
2019/2/24,6:00,400,401,77,
2019/2/24,7:00,356,358,69,
2019/2/24,8:00,337,359,65,
2019/2/24,9:00,337,349,65,
2019/2/24,10:00,340,340,66,
2019/2/24,11:00,329,332,63,
2019/2/24,12:00,313,322,60,
2019/2/24,13:00,306,321,59,
2019/2/24,14:00,303,334,58,
2019/2/24,15:00,311,349,60,
2019/2/24,16:00,335,363,65,
2019/2/24,17:00,376,393,73,
2019/2/24,18:00,393,403,76,
2019/2/24,19:00,386,398,74,
2019/2/24,20:00,375,393,72,
2019/2/24,21:00,361,378,70,
2019/2/24,22:00,347,354,67,
2019/2/24,23:00,359,368,69,
2021/9/20,0:00,239,233,63,378.0
2021/9/20,1:00,238,230,63,376.0
2021/9/20,2:00,250,241,64,390.0
2021/9/20,3:00,266,259,67,398.0
2021/9/20,4:00,271,264,68,399.0
2021/9/20,5:00,257,253,64,402.0
2021/9/20,6:00,246,251,62,395.0
2021/9/20,7:00,246,252,62,400.0
2021/9/20,8:00,261,254,68,383.0
2021/9/20,9:00,279,274,66,425.0
2021/9/20,10:00,284,279,64,440.0
2021/9/20,11:00,288,290,65,442.0
2021/9/20,12:00,282,288,66,425.0
2021/9/20,13:00,284,300,71,401.0
2021/9/20,14:00,279,298,76,367.0
2021/9/20,15:00,280,300,80,351.0
2021/9/20,16:00,296,312,78,377.0
2021/9/20,17:00,311,328,84,370.0
2021/9/20,18:00,320,330,81,394.0
2021/9/20,19:00,308,320,79,387.0
2021/9/20,20:00,289,302,77,376.0
2021/9/20,21:00,275,284,72,381.0
2021/9/20,22:00,258,265,68,379.0
2021/9/20,23:00,251,252,68,372.0
2021/3/4,0:00,423,424,87,484.0
2021/3/4,1:00,436,437,88,495.0
2021/3/4,2:00,450,451,89,506.0
2021/3/4,3:00,458,459,88,519.0
2021/3/4,4:00,459,461,89,516.0
2021/3/4,5:00,459,460,86,536.0
