"","X","Coal","Lignite","Hydro","Nuclear","Gas..Naptha...Diesel","RES..Wind..Solar..Biomass...Others.","Total"
"1067","2021-12-02",2503,69,308,126,63,302,3370
"1068","2021-12-03",2544,63,320,83,64,307,3381
"1069","2021-12-04",2594,62,316,125,60,287,3445
"1070","2021-12-05",2547,70,291,125,63,290,3386
"1071","2021-12-06",2633,74,299,125,61,325,3517
"1072","2021-12-07",2691,71,284,125,61,361,3593
"1073","2021-12-08",2719,70,296,124,60,362,3631
"1074","2021-12-09",2744,72,303,125,61,350,3654
"1075","2021-12-10",2691,73,298,125,63,401,3651
"1076","2021-12-11",2693,76,296,129,63,374,3630
"1077","2021-12-12",2609,73,264,130,63,358,3497
"1078","2021-12-13",2724,72,288,129,64,337,3615
"1079","2021-12-14",2773,73,289,130,65,343,3673
"1080","2021-12-15",2776,71,286,130,63,367,3693
"1081","2021-12-16",2790,73,271,130,65,390,3719
"1082","2021-12-17",2774,71,268,130,64,430,3737
"1083","2021-12-18",2762,68,242,130,60,449,3711
"1084","2021-12-19",2637,67,241,135,62,424,3564
"1085","2021-12-20",2834,72,263,136,61,352,3717
"1086","2021-12-21",2944,74,283,135,63,295,3794
"1087","2021-12-22",3004,72,270,135,62,281,3825
"1088","2021-12-23",3035,73,277,135,61,268,3849
"1089","2021-12-24",3053,80,269,136,62,284,3884
"1090","2021-12-25",2998,83,266,136,58,283,3824
"1091","2021-12-26",2894,83,250,136,57,263,3684
"1092","2021-12-27",2908,81,262,135,56,319,3761
"1093","2021-12-28",2843,81,253,130,59,345,3711
"1094","2021-12-29",2761,82,257,131,55,366,3652
"1095","2021-12-30",2737,78,246,131,58,465,3716
"1096","2021-12-31",2810,77,258,130,63,428,3767
"1097","2022-01-01",2795,79,247,135,62,377,3694
"1098","2022-01-02",2686,78,230,127,60,395,3576
"1099","2022-01-03",2867,78,267,123,60,367,3761
"1100","2022-01-04",2990,79,260,123,56,331,3839
"1101","2022-01-05",2980,71,264,124,59,278,3775
"1102","2022-01-06",2914,67,267,111,57,282,3698
"1103","2022-01-07",2921,67,260,100,58,302,3709
"1104","2022-01-08",2775,66,255,103,57,303,3558
"1105","2022-01-09",2662,68,238,119,57,314,3458
"1106","2022-01-10",2761,70,260,119,56,341,3606
"1107","2022-01-11",2768,69,256,118,61,387,3659
"1108","2022-01-12",2794,72,255,119,61,365,3665
"1109","2022-01-13",2794,69,246,119,60,384,3673
"1110","2022-01-14",2688,65,241,119,62,392,3566
